"filename", "language", "Java Properties", "MS SQL", "Java", "XML", "HTML", "PostCSS", "comment", "blank", "total"
"c:\academia\src\Task-List\src\main\java\com\example\todo\TodoApplication.java", "Java", 0, 0, 13, 0, 0, 0, 0, 3, 16
"c:\academia\src\Task-List\src\main\java\com\example\todo\aop\AopTraceEntry.java", "Java", 0, 0, 10, 0, 0, 0, 0, 3, 13
"c:\academia\src\Task-List\src\main\java\com\example\todo\aop\AopTraceStore.java", "Java", 0, 0, 33, 0, 0, 0, 0, 7, 40
"c:\academia\src\Task-List\src\main\java\com\example\todo\aop\LoggingAspect.java", "Java", 0, 0, 42, 0, 0, 0, 0, 8, 50
"c:\academia\src\Task-List\src\main\java\com\example\todo\aop\PerformanceAspect.java", "Java", 0, 0, 32, 0, 0, 0, 0, 6, 38
"c:\academia\src\Task-List\src\main\java\com\example\todo\api\ApiResponse.java", "Java", 0, 0, 37, 0, 0, 0, 0, 12, 49
"c:\academia\src\Task-List\src\main\java\com\example\todo\audit\AuditAspect.java", "Java", 0, 0, 140, 0, 0, 0, 0, 10, 150
"c:\academia\src\Task-List\src\main\java\com\example\todo\audit\Auditable.java", "Java", 0, 0, 12, 0, 0, 0, 0, 3, 15
"c:\academia\src\Task-List\src\main\java\com\example\todo\config\AsyncConfig.java", "Java", 0, 0, 44, 0, 0, 0, 0, 7, 51
"c:\academia\src\Task-List\src\main\java\com\example\todo\config\PasswordResetEnforcementFilter.java", "Java", 0, 0, 55, 0, 0, 0, 0, 9, 64
"c:\academia\src\Task-List\src\main\java\com\example\todo\config\SecurityConfig.java", "Java", 0, 0, 50, 0, 0, 0, 0, 7, 57
"c:\academia\src\Task-List\src\main\java\com\example\todo\config\UserDataInitializer.java", "Java", 0, 0, 38, 0, 0, 0, 0, 4, 42
"c:\academia\src\Task-List\src\main\java\com\example\todo\config\WebConfig.java", "Java", 0, 0, 54, 0, 0, 0, 0, 8, 62
"c:\academia\src\Task-List\src\main\java\com\example\todo\controller\AdminAuditLogController.java", "Java", 0, 0, 74, 0, 0, 0, 0, 5, 79
"c:\academia\src\Task-List\src\main\java\com\example\todo\controller\AdminController.java", "Java", 0, 0, 44, 0, 0, 0, 0, 6, 50
"c:\academia\src\Task-List\src\main\java\com\example\todo\controller\AdminGroupController.java", "Java", 0, 0, 103, 0, 0, 0, 0, 8, 111
"c:\academia\src\Task-List\src\main\java\com\example\todo\controller\AdminMailSettingsController.java", "Java", 0, 0, 57, 0, 0, 0, 0, 7, 64
"c:\academia\src\Task-List\src\main\java\com\example\todo\controller\AdminUserController.java", "Java", 0, 0, 147, 0, 0, 0, 0, 19, 166
"c:\academia\src\Task-List\src\main\java\com\example\todo\controller\GanttController.java", "Java", 0, 0, 91, 0, 0, 0, 0, 9, 100
"c:\academia\src\Task-List\src\main\java\com\example\todo\controller\LoginController.java", "Java", 0, 0, 10, 0, 0, 0, 0, 3, 13
"c:\academia\src\Task-List\src\main\java\com\example\todo\controller\PasswordReissueController.java", "Java", 0, 0, 63, 0, 0, 0, 0, 10, 73
"c:\academia\src\Task-List\src\main\java\com\example\todo\controller\PasswordResetController.java", "Java", 0, 0, 67, 0, 0, 0, 0, 12, 79
"c:\academia\src\Task-List\src\main\java\com\example\todo\controller\TodoApiController.java", "Java", 0, 0, 108, 0, 0, 0, 0, 11, 119
"c:\academia\src\Task-List\src\main\java\com\example\todo\controller\TodoController.java", "Java", 0, 0, 483, 0, 0, 0, 224, 34, 741
"c:\academia\src\Task-List\src\main\java\com\example\todo\controller\package-info.java", "Java", 0, 0, 1, 0, 0, 0, 6, 2, 9
"c:\academia\src\Task-List\src\main\java\com\example\todo\dto\MonthlyProgressSummary.java", "Java", 0, 0, 38, 0, 0, 0, 0, 12, 50
"c:\academia\src\Task-List\src\main\java\com\example\todo\dto\UserTaskSummary.java", "Java", 0, 0, 31, 0, 0, 0, 0, 10, 41
"c:\academia\src\Task-List\src\main\java\com\example\todo\entity\AppUser.java", "Java", 0, 0, 69, 0, 0, 0, 0, 23, 92
"c:\academia\src\Task-List\src\main\java\com\example\todo\entity\AuditLog.java", "Java", 0, 0, 92, 0, 0, 0, 0, 30, 122
"c:\academia\src\Task-List\src\main\java\com\example\todo\entity\Category.java", "Java", 0, 0, 36, 0, 0, 0, 0, 11, 47
"c:\academia\src\Task-List\src\main\java\com\example\todo\entity\MailSettings.java", "Java", 0, 0, 50, 0, 0, 0, 0, 17, 67
"c:\academia\src\Task-List\src\main\java\com\example\todo\entity\Priority.java", "Java", 0, 0, 13, 0, 0, 0, 0, 5, 18
"c:\academia\src\Task-List\src\main\java\com\example\todo\entity\Status.java", "Java", 0, 0, 13, 0, 0, 0, 0, 3, 16
"c:\academia\src\Task-List\src\main\java\com\example\todo\entity\Todo.java", "Java", 0, 0, 175, 0, 0, 0, 198, 58, 431
"c:\academia\src\Task-List\src\main\java\com\example\todo\entity\TodoAttachment.java", "Java", 0, 0, 53, 0, 0, 0, 0, 17, 70
"c:\academia\src\Task-List\src\main\java\com\example\todo\entity\TodoHistory.java", "Java", 0, 0, 60, 0, 0, 0, 0, 18, 78
"c:\academia\src\Task-List\src\main\java\com\example\todo\entity\package-info.java", "Java", 0, 0, 1, 0, 0, 0, 6, 2, 9
"c:\academia\src\Task-List\src\main\java\com\example\todo\exception\BusinessException.java", "Java", 0, 0, 11, 0, 0, 0, 0, 4, 15
"c:\academia\src\Task-List\src\main\java\com\example\todo\exception\ErrorResponse.java", "Java", 0, 0, 51, 0, 0, 0, 0, 16, 67
"c:\academia\src\Task-List\src\main\java\com\example\todo\exception\GlobalExceptionHandler.java", "Java", 0, 0, 48, 0, 0, 0, 0, 7, 55
"c:\academia\src\Task-List\src\main\java\com\example\todo\exception\RestExceptionHandler.java", "Java", 0, 0, 49, 0, 0, 0, 0, 8, 57
"c:\academia\src\Task-List\src\main\java\com\example\todo\exception\TodoNotFoundException.java", "Java", 0, 0, 11, 0, 0, 0, 0, 4, 15
"c:\academia\src\Task-List\src\main\java\com\example\todo\form\TodoForm.java", "Java", 0, 0, 92, 0, 0, 0, 121, 31, 244
"c:\academia\src\Task-List\src\main\java\com\example\todo\form\package-info.java", "Java", 0, 0, 1, 0, 0, 0, 6, 2, 9
"c:\academia\src\Task-List\src\main\java\com\example\todo\mapper\TodoAttachmentMapper.java", "Java", 0, 0, 11, 0, 0, 0, 0, 7, 18
"c:\academia\src\Task-List\src\main\java\com\example\todo\mapper\TodoMapper.java", "Java", 0, 0, 32, 0, 0, 0, 0, 8, 40
"c:\academia\src\Task-List\src\main\java\com\example\todo\repository\AuditLogRepository.java", "Java", 0, 0, 6, 0, 0, 0, 0, 3, 9
"c:\academia\src\Task-List\src\main\java\com\example\todo\repository\CategoryRepository.java", "Java", 0, 0, 5, 0, 0, 0, 0, 3, 8
"c:\academia\src\Task-List\src\main\java\com\example\todo\repository\MailSettingsRepository.java", "Java", 0, 0, 5, 0, 0, 0, 0, 3, 8
"c:\academia\src\Task-List\src\main\java\com\example\todo\repository\TodoHistoryRepository.java", "Java", 0, 0, 5, 0, 0, 0, 0, 3, 8
"c:\academia\src\Task-List\src\main\java\com\example\todo\repository\TodoRepository.java", "Java", 0, 0, 21, 0, 0, 0, 0, 11, 32
"c:\academia\src\Task-List\src\main\java\com\example\todo\repository\UserRepository.java", "Java", 0, 0, 7, 0, 0, 0, 0, 3, 10
"c:\academia\src\Task-List\src\main\java\com\example\todo\service\AsyncTaskService.java", "Java", 0, 0, 32, 0, 0, 0, 0, 5, 37
"c:\academia\src\Task-List\src\main\java\com\example\todo\service\AuditService.java", "Java", 0, 0, 35, 0, 0, 0, 0, 6, 41
"c:\academia\src\Task-List\src\main\java\com\example\todo\service\CustomUserDetailsService.java", "Java", 0, 0, 29, 0, 0, 0, 0, 7, 36
"c:\academia\src\Task-List\src\main\java\com\example\todo\service\FileStorageService.java", "Java", 0, 0, 69, 0, 0, 0, 0, 8, 77
"c:\academia\src\Task-List\src\main\java\com\example\todo\service\MailService.java", "Java", 0, 0, 84, 0, 0, 0, 0, 8, 92
"c:\academia\src\Task-List\src\main\java\com\example\todo\service\MailSettingsService.java", "Java", 0, 0, 65, 0, 0, 0, 0, 9, 74
"c:\academia\src\Task-List\src\main\java\com\example\todo\service\PasswordReissueService.java", "Java", 0, 0, 86, 0, 0, 0, 0, 15, 101
"c:\academia\src\Task-List\src\main\java\com\example\todo\service\ReminderNotificationService.java", "Java", 0, 0, 63, 0, 0, 0, 0, 10, 73
"c:\academia\src\Task-List\src\main\java\com\example\todo\service\ReminderScheduler.java", "Java", 0, 0, 41, 0, 0, 0, 0, 6, 47
"c:\academia\src\Task-List\src\main\java\com\example\todo\service\TodoAttachmentService.java", "Java", 0, 0, 71, 0, 0, 0, 0, 10, 81
"c:\academia\src\Task-List\src\main\java\com\example\todo\service\TodoService.java", "Java", 0, 0, 185, 0, 0, 0, 169, 25, 379
"c:\academia\src\Task-List\src\main\java\com\example\todo\service\package-info.java", "Java", 0, 0, 1, 0, 0, 0, 7, 2, 10
"c:\academia\src\Task-List\src\main\resources\TodoAttachmentMapper.xml", "XML", 0, 0, 0, 66, 0, 0, 0, 6, 72
"c:\academia\src\Task-List\src\main\resources\TodoMapper.xml", "XML", 0, 0, 0, 145, 0, 0, 0, 6, 151
"c:\academia\src\Task-List\src\main\resources\application.properties", "Java Properties", 33, 0, 0, 0, 0, 0, 9, 9, 51
"c:\academia\src\Task-List\src\main\resources\data.sql", "MS SQL", 0, 35, 0, 0, 0, 0, 0, 3, 38
"c:\academia\src\Task-List\src\main\resources\messages_en.properties", "Java Properties", 156, 0, 0, 0, 0, 0, 0, 19, 175
"c:\academia\src\Task-List\src\main\resources\messages_ja.properties", "Java Properties", 156, 0, 0, 0, 0, 0, 0, 19, 175
"c:\academia\src\Task-List\src\main\resources\schema.sql", "MS SQL", 0, 68, 0, 0, 0, 0, 0, 8, 76
"c:\academia\src\Task-List\src\main\resources\static\css\login.css", "PostCSS", 0, 0, 0, 0, 0, 58, 0, 10, 68
"c:\academia\src\Task-List\src\main\resources\templates\admin\audit-logs.html", "HTML", 0, 0, 0, 0, 108, 0, 0, 6, 114
"c:\academia\src\Task-List\src\main\resources\templates\admin\groups.html", "HTML", 0, 0, 0, 0, 117, 0, 0, 4, 121
"c:\academia\src\Task-List\src\main\resources\templates\admin\index.html", "HTML", 0, 0, 0, 0, 242, 0, 0, 8, 250
"c:\academia\src\Task-List\src\main\resources\templates\admin\mail-settings.html", "HTML", 0, 0, 0, 0, 109, 0, 0, 5, 114
"c:\academia\src\Task-List\src\main\resources\templates\admin\report.html", "HTML", 0, 0, 0, 0, 93, 0, 0, 4, 97
"c:\academia\src\Task-List\src\main\resources\templates\admin\todos.html", "HTML", 0, 0, 0, 0, 400, 0, 0, 23, 423
"c:\academia\src\Task-List\src\main\resources\templates\admin\users-manage.html", "HTML", 0, 0, 0, 0, 313, 0, 0, 5, 318
"c:\academia\src\Task-List\src\main\resources\templates\admin\users.html", "HTML", 0, 0, 0, 0, 185, 0, 0, 4, 189
"c:\academia\src\Task-List\src\main\resources\templates\complete.html", "HTML", 0, 0, 0, 0, 196, 0, 0, 8, 204
"c:\academia\src\Task-List\src\main\resources\templates\confirm.html", "HTML", 0, 0, 0, 0, 238, 0, 0, 7, 245
"c:\academia\src\Task-List\src\main\resources\templates\edit.html", "HTML", 0, 0, 0, 0, 260, 0, 0, 8, 268
"c:\academia\src\Task-List\src\main\resources\templates\error\404.html", "HTML", 0, 0, 0, 0, 13, 0, 0, 1, 14
"c:\academia\src\Task-List\src\main\resources\templates\error\500.html", "HTML", 0, 0, 0, 0, 13, 0, 0, 1, 14
"c:\academia\src\Task-List\src\main\resources\templates\error\business.html", "HTML", 0, 0, 0, 0, 14, 0, 0, 1, 15
"c:\academia\src\Task-List\src\main\resources\templates\gantt.html", "HTML", 0, 0, 0, 0, 610, 0, 0, 28, 638
"c:\academia\src\Task-List\src\main\resources\templates\index.html", "HTML", 0, 0, 0, 0, 1348, 0, 0, 55, 1403
"c:\academia\src\Task-List\src\main\resources\templates\login.html", "HTML", 0, 0, 0, 0, 113, 0, 0, 5, 118
"c:\academia\src\Task-List\src\main\resources\templates\mail\reminder.html", "HTML", 0, 0, 0, 0, 30, 0, 0, 1, 31
"c:\academia\src\Task-List\src\main\resources\templates\password-reissue.html", "HTML", 0, 0, 0, 0, 110, 0, 0, 1, 111
"c:\academia\src\Task-List\src\main\resources\templates\password-reset.html", "HTML", 0, 0, 0, 0, 106, 0, 0, 1, 107
"Total", "-", 345, 103, 3555, 211, 4618, 58, 746, 899, 10535